"id","name","type","phone","website","latitude","longitude","region"
"nab_mo012","Maison Romaine Pupput","monument","","","36.3989","10.6234","Nabeul"
"nab_mo013","Citadelle Kelibia","monument","","","36.8389","11.0934","Nabeul"
"nab_mo014","Vieux Port Hammamet","monument","","","36.4012","10.6234","Nabeul"
"nab_mo015","Bab El Souk Hammamet","monument","","","36.4012","10.6234","Nabeul"
"nab_c001","Café Sidi Bou Hdid","cafe","","","36.4012","10.6234","Nabeul"
"nab_c002","Café Le Manège","cafe","","","36.4045","10.6189","Nabeul"
"nab_c003","Café Marina Yasmine","cafe","","","36.3645","10.5267","Nabeul"
"nab_c004","Café Médina Hammamet","cafe","","","36.4012","10.6234","Nabeul"
"nab_c005","Café Le Boukornine","cafe","","","36.4078","10.6212","Nabeul"
"nab_c006","Café La Pergola","cafe","","","36.4089","10.6212","Nabeul"
"nab_c007","Café Le Phenicia","cafe","","","36.4123","10.6234","Nabeul"
"nab_c008","Café Le Bon Coin","cafe","","","36.4067","10.6234","Nabeul"
"nab_c009","Café El Hana","cafe","","","36.4012","10.6234","Nabeul"
"nab_c010","Café Le Lézard","cafe","","","36.4045","10.6189","Nabeul"
"nab_c011","Café Diwan","cafe","","","36.4012","10.6234","Nabeul"
"nab_c012","Café Andalous","cafe","","","36.4045","10.6212","Nabeul"
"nab_c013","Café Le Pirate","cafe","","","36.4067","10.6212","Nabeul"
"nab_c014","Café Le Sahel","cafe","","","36.4089","10.6201","Nabeul"
"nab_c015","Café Le Yasmine","cafe","","","36.3645","10.5267","Nabeul"
"nab_c016","Café La Marsa","cafe","","","36.4123","10.6189","Nabeul"
"nab_c017","Café Le Carthage","cafe","","","36.4012","10.6234","Nabeul"
"nab_c018","Café Bab El Souk","cafe","","","36.4012","10.6234","Nabeul"
"nab_c019","Café Sidi El Mansour","cafe","","","36.4045","10.6189","Nabeul"
"nab_c020","Café Le Petit Marin","cafe","","","36.4078","10.6212","Nabeul"
"nab_c021","Café Maison Bleue","cafe","","","36.4012","10.6234","Nabeul"
"nab_c022","Café Le Cap Bon","cafe","","","36.4567","10.7389","Nabeul"
"nab_c023","Café Nabeul","cafe","","","36.4561","10.7376","Nabeul"
"nab_c024","Café Hammamet Sud","cafe","","","36.3789","10.5867","Nabeul"
"nab_c025","Café Le Touareg","cafe","","","36.4012","10.6234","Nabeul"
"nab_b001","Plage Hammamet","beach","","","36.4000","10.6167","Nabeul"
"nab_b002","Plage Yasmine Hammamet","beach","","","36.3645","10.5267","Nabeul"
"nab_b003","Plage Nabeul","beach","","","36.4561","10.7376","Nabeul"
"nab_b004","Plage Korba","beach","","","36.5789","10.8567","Nabeul"
"nab_b005","Plage Kelibia","beach","","","36.8389","11.0934","Nabeul"
"nab_b006","Plage El Haouaria","beach","","","37.0556","11.0089","Nabeul"
"nab_b007","Plage Maamoura","beach","","","36.4789","10.7567","Nabeul"
"nab_b008","Plage Sidi Daoud","beach","","","37.0067","10.9234","Nabeul"
"nab_b009","Plage Beni Khiar","beach","","","36.4889","10.7567","Nabeul"
"nab_b010","Plage Soliman","beach","","","36.7012","10.4789","Nabeul"
"nab_p001","Carthage Land Hammamet","attraction","+216 72 226 200","","36.3789","10.5867","Nabeul"
"nab_p002","Friguia Park","attraction","+216 73 257 777","","36.2867","10.4456","Nabeul"
"nab_p003","Aqua Park Hammamet","attraction","+216 72 226 300","","36.3789","10.5867","Nabeul"
"nab_p004","Médina Méditerranéa","attraction","+216 72 240 500","","36.3645","10.5267","Nabeul"
"nab_p005","Casino Yasmine","attraction","+216 72 240 600","","36.3645","10.5267","Nabeul"
"nab_p006","Marina Yasmine","attraction","+216 72 240 700","","36.3645","10.5267","Nabeul"
"nab_p007","Diving Club Hammamet","attraction","","","36.4012","10.6234","Nabeul"
"nab_p008","Golf Yasmine","attraction","+216 72 240 800","","36.3645","10.5267","Nabeul"
"nab_p009","Citrus Golf Hammamet","attraction","+216 72 226 100","","36.3789","10.5867","Nabeul"
"nab_p010","Cap Bon Aventure","attraction","","","36.8389","11.0934","Nabeul"
"nab_p011","Grotte de la Mer El Haouaria","attraction","","","37.0556","11.0089","Nabeul"
"nab_p012","Parc Familial Hammamet","park","","","36.4012","10.6234","Nabeul"
"nab_p013","Jardin Public Nabeul","park","","","36.4561","10.7376","Nabeul"
"nab_p014","Parc Korba","park","","","36.5789","10.8567","Nabeul"
"nab_p015","Espace Loisirs Yasmine","attraction","","","36.3645","10.5267","Nabeul"
"nab_mq001","Grande Mosquée Hammamet","mosque","","","36.4012","10.6234","Nabeul"
"nab_mq002","Mosquée Sidi Bou Hdid","mosque","","","36.4012","10.6234","Nabeul"
"nab_mq003","Mosquée Yasmine","mosque","","","36.3645","10.5267","Nabeul"
"nab_mq004","Grande Mosquée Nabeul","mosque","","","36.4561","10.7376","Nabeul"
"nab_mq005","Mosquée Kelibia","mosque","","","36.8389","11.0934","Nabeul"
"nab_mq006","Mosquée Korba","mosque","","","36.5789","10.8567","Nabeul"
"nab_mq007","Mosquée El Haouaria","mosque","","","37.0556","11.0089","Nabeul"
"nab_mk001","Souk Hammamet","marketplace","","","36.4012","10.6234","Nabeul"
"nab_mk002","Marché Nabeul","marketplace","","","36.4561","10.7376","Nabeul"
"nab_mk003","Souk de la Poterie","marketplace","","","36.4567","10.7389","Nabeul"
"nab_mk004","Marché Hebdomadaire Nabeul","marketplace","","","36.4561","10.7376","Nabeul"
"nab_mk005","Souk Kelibia","marketplace","","","36.8389","11.0934","Nabeul"
"nab_mk006","Marché Korba","marketplace","","","36.5789","10.8567","Nabeul"
"nab_th001","Centre Culturel Hammamet","arts_centre","","","36.4012","10.6234","Nabeul"
"nab_th002","Festival International Hammamet","arts_centre","+216 72 280 410","","36.4045","10.6189","Nabeul"
"nab_th003","Théâtre Plein Air Hammamet","theatre","","","36.4045","10.6189","Nabeul"
"nab_th004","Maison de la Culture Nabeul","arts_centre","","","36.4561","10.7376","Nabeul"
"nab_fa001","McDonald's Hammamet","fast_food","","","36.4012","10.6234","Nabeul"
"nab_fa002","KFC Hammamet","fast_food","","","36.4045","10.6189","Nabeul"
"nab_fa003","Pizza Hut Hammamet","fast_food","","","36.4012","10.6234","Nabeul"
"nab_fa004","Subway Yasmine","fast_food","","","36.3645","10.5267","Nabeul"
"nab_sh001","Médina Méditerranéa Mall","mall","","","36.3645","10.5267","Nabeul"
"nab_sh002","Carrefour Hammamet","mall","","","36.3789","10.5867","Nabeul"
"nab_sh003","Mall Hammamet","mall","","","36.4012","10.6234","Nabeul"
"nab_nc001","Calypso Hammamet","nightclub","","","36.4012","10.6234","Nabeul"
"nab_nc002","Manhattan Hammamet","nightclub","","","36.3645","10.5267","Nabeul"
"nab_nc003","Latino Club Hammamet","nightclub","","","36.4045","10.6189","Nabeul"
"nab_nc004","Disco Calypso","nightclub","","","36.3645","10.5267","Nabeul"
"nab_v001","Vue Kasbah Hammamet","viewpoint","","","36.4012","10.6234","Nabeul"
"nab_v002","Vue Cap Bon","viewpoint","","","37.0789","11.0234","Nabeul"
"nab_v003","Vue Kelibia","viewpoint","","","36.8389","11.0934","Nabeul"
"nab_v004","Vue Yasmine","viewpoint","","","36.3645","10.5267","Nabeul"
"nab_f001","Fort Espagnol Kelibia","fort","","","36.8389","11.0934","Nabeul"
"nab_f002","Kasbah Hammamet","fort","","","36.4012","10.6234","Nabeul"
"nab_gw001","Bab El Souk Hammamet","city_gate","","","36.4012","10.6234","Nabeul"
"nab_gw002","Bab Bhar Hammamet","city_gate","","","36.4012","10.6234","Nabeul"
"nab_gw003","Bab Nabeul","city_gate","","","36.4561","10.7376","Nabeul"
"med_h001","Radisson Blu Palace Djerba","hotel","+216 75 757 600","","33.8867","11.0234","Médenine"
"med_h002","Hôtel Vincci Helios Beach","hotel","+216 75 757 700","","33.8889","11.0234","Médenine"
"med_h003","Hôtel Hasdrubal Prestige Djerba","hotel","+216 75 757 800","","33.8867","11.0289","Médenine"
"med_h004","Hôtel Iberostar Mehari Djerba","hotel","+216 75 757 900","","33.8889","11.0234","Médenine"
"med_h005","Hôtel SunConnect Djerba","hotel","+216 75 758 000","","33.8867","11.0289","Médenine"
"med_h006","Hôtel Magic Life Penelope","hotel","+216 75 758 100","","33.8889","11.0234","Médenine"
"med_h007","Hôtel Calimera Yati Beach","hotel","+216 75 758 200","","33.8867","11.0289","Médenine"
"med_h008","Hôtel Djerba Holiday Beach","hotel","+216 75 758 300","","33.8889","11.0234","Médenine"
"med_h009","Hôtel Robinson Djerba Bahiya","hotel","+216 75 758 400","","33.8867","11.0289","Médenine"
"med_h010","Hôtel Djerba Plaza","hotel","+216 75 758 500","","33.8889","11.0234","Médenine"
"med_h011","Hôtel Royal Garden Palace","hotel","+216 75 758 600","","33.8867","11.0289","Médenine"
"med_h012","Hôtel Le Méridien Penelope","hotel","+216 75 758 700","","33.8889","11.0234","Médenine"
"med_h013","Hôtel Seabel Aladin","hotel","+216 75 758 800","","33.8867","11.0289","Médenine"
"med_h014","Hôtel Eden Star Djerba","hotel","+216 75 758 900","","33.8889","11.0234","Médenine"
"med_h015","Hôtel Djerba Castille","hotel","+216 75 759 000","","33.8867","11.0289","Médenine"
"med_h016","Hôtel Sentido Djerba Beach","hotel","+216 75 759 100","","33.8889","11.0234","Médenine"
"med_h017","Hôtel Telmar Beach","hotel","+216 75 759 200","","33.8867","11.0289","Médenine"
"med_h018","Hôtel Houda Yasmine","hotel","+216 75 759 300","","33.8889","11.0234","Médenine"
"med_h019","Hôtel Djerba Beach","hotel","+216 75 759 400","","33.8867","11.0289","Médenine"
"med_h020","Hôtel Magic Life Africana","hotel","+216 75 759 500","","33.8889","11.0234","Médenine"
"med_h021","Hôtel Sangho Club Zarzis","hotel","+216 75 681 200","","33.5034","11.1056","Médenine"
"med_h022","Hôtel Odyssée Resort Zarzis","hotel","+216 75 681 300","","33.5034","11.1056","Médenine"
"med_h023","Hôtel El Mouradi Djerba Menzel","hotel","+216 75 759 600","","33.8889","11.0234","Médenine"
"med_h024","Hôtel Cesar Palace","hotel","+216 75 759 700","","33.8867","11.0289","Médenine"
"med_h025","Hôtel Diar Yassine","hotel","+216 75 759 800","","33.8889","11.0234","Médenine"
"med_r001","Restaurant Le Pirate Djerba","restaurant","+216 75 757 100","","33.8867","11.0234","Médenine"
"med_r002","Restaurant La Mer","restaurant","+216 75 757 200","","33.8889","11.0234","Médenine"
"med_r003","Restaurant Le Coquillage","restaurant","+216 75 757 300","","33.8867","11.0289","Médenine"
"med_r004","Restaurant Le Pacha","restaurant","+216 75 757 400","","33.8889","11.0234","Médenine"
"med_r005","Restaurant Dar Lella","restaurant","+216 75 757 500","","33.8867","11.0289","Médenine"
"med_r006","Restaurant Le Pirate Houmt Souk","restaurant","+216 75 650 200","","33.8765","10.8567","Médenine"
"med_r007","Restaurant La Princesse de Haroun","restaurant","+216 75 650 300","","33.8765","10.8567","Médenine"
"med_r008","Restaurant Le Bordj","restaurant","+216 75 650 400","","33.8765","10.8567","Médenine"
"med_r009","Restaurant Le Sindbad","restaurant","+216 75 650 500","","33.8765","10.8567","Médenine"
"med_r010","Restaurant Le Petit Marin","restaurant","+216 75 650 600","","33.8765","10.8567","Médenine"
"med_r011","Restaurant Dar Djerba","restaurant","+216 75 650 700","","33.8765","10.8567","Médenine"
"med_r012","Restaurant Le Cap Marina","restaurant","+216 75 757 600","","33.8867","11.0234","Médenine"
"med_r013","Restaurant Le Phare","restaurant","+216 75 757 700","","33.8889","11.0234","Médenine"
"med_r014","Restaurant Le Carthage","restaurant","+216 75 757 800","","33.8867","11.0289","Médenine"
"med_r015","Restaurant Le Pirate Sangho","restaurant","+216 75 681 400","","33.5034","11.1056","Médenine"
"med_r016","Restaurant Le Bondin Djerba","restaurant","+216 75 757 900","","33.8889","11.0234","Médenine"
"med_r017","Restaurant Le Caracalla","restaurant","+216 75 758 000","","33.8867","11.0289","Médenine"
"med_r018","Restaurant La Méduse","restaurant","+216 75 758 100","","33.8889","11.0234","Médenine"
"med_r019","Restaurant Dar El Mzoughi","restaurant","+216 75 650 800","","33.8765","10.8567","Médenine"
"med_r020","Restaurant Le Coquillage Zarzis","restaurant","+216 75 681 500","","33.5034","11.1056","Médenine"
"med_r021","Restaurant Boukha Djerba","restaurant","+216 75 758 200","","33.8867","11.0289","Médenine"
"med_r022","Restaurant Le Poulpe","restaurant","+216 75 758 300","","33.8889","11.0234","Médenine"
"med_r023","Restaurant Houmt Souk","restaurant","+216 75 650 900","","33.8765","10.8567","Médenine"
"med_r024","Restaurant La Marina Djerba","restaurant","+216 75 758 400","","33.8867","11.0289","Médenine"
"med_r025","Restaurant Le Médian","restaurant","+216 75 758 500","","33.8889","11.0234","Médenine"
"med_m001","Musée du Patrimoine Traditionnel Djerbien","museum","+216 75 650 540","","33.8765","10.8567","Médenine"
"med_m002","Musée Lalla Hadhria","museum","+216 75 757 100","","33.8889","11.0234","Médenine"
"med_m003","Musée Guellala","museum","+216 75 650 200","","33.7456","10.8989","Médenine"
"med_m004","Musée Sidi Zitouni","museum","+216 75 650 300","","33.8765","10.8567","Médenine"
"med_m005","Musée des Arts Traditionnels Djerba","museum","+216 75 650 400","","33.8765","10.8567","Médenine"
"med_m006","Maison Berbère Matmata","museum","+216 75 240 100","","33.5445","9.9678","Médenine"
"med_m007","Musée Memorial Mareth","museum","+216 75 230 200","","33.6234","10.2956","Médenine"
"med_mo001","Synagogue La Ghriba","monument","","","33.8156","10.8589","Médenine"
"med_mo002","Houmt Souk Médina","monument","","","33.8765","10.8567","Médenine"
"med_mo003","Borj El Kebir Djerba","monument","","","33.8789","10.8567","Médenine"
"med_mo004","Mosquée Fadhloun","monument","","","33.8789","10.8456","Médenine"
"med_mo005","Mosquée Sidi Brahim","monument","","","33.8765","10.8567","Médenine"
"med_mo006","Mosquée Souk El Ghizel","monument","","","33.8765","10.8567","Médenine"
"med_mo007","Mosquée Sidi Jmour","monument","","","33.8567","10.7989","Médenine"
"med_mo008","Mosquée El Berdaouia","monument","","","33.8765","10.8567","Médenine"
"med_mo009","Mosquée Tlat Jouama","monument","","","33.8456","10.8789","Médenine"
"med_mo010","Mosquée Louta","monument","","","33.8567","10.8456","Médenine"
"med_mo011","Ksar Ouled Soltane","monument","","","32.8345","10.6789","Médenine"
"med_mo012","Ksar Hadada","monument","","","32.9789","10.5234","Médenine"
"med_mo013","Chenini Village","monument","","","32.9234","10.2789","Médenine"
"med_mo014","Douiret Village","monument","","","32.8567","10.3234","Médenine"
"med_mo015","Matmata Troglodyte","monument","","","33.5445","9.9678","Médenine"
"med_mo016","Ksar Ouled Debbab","monument","","","32.8789","10.7234","Médenine"
"med_mo017","Ksar Beni Barka","monument","","","32.8567","10.6234","Médenine"
"med_mo018","Site Star Wars Mos Espa","monument","","","33.7989","8.4234","Médenine"
"med_mo019","Hara Kbira (Quartier Juif)","monument","","","33.8765","10.8567","Médenine"
"med_mo020","Hara Sghira (Erriadh)","monument","","","33.8156","10.8589","Médenine"
"med_c001","Café Sidi Yati Djerba","cafe","","","33.8867","11.0234","Médenine"
"med_c002","Café Le Boukha","cafe","","","33.8765","10.8567","Médenine"
"med_c003","Café Houmt Souk","cafe","","","33.8765","10.8567","Médenine"
"med_c004","Café Le Pirate","cafe","","","33.8867","11.0234","Médenine"
"med_c005","Café Mehari Djerba","cafe","","","33.8889","11.0234","Médenine"
"med_c006","Café Le Sahara","cafe","","","33.8867","11.0289","Médenine"
"med_c007","Café Lella Hadhria","cafe","","","33.8889","11.0234","Médenine"
"med_c008","Café Le Phare","cafe","","","33.8765","10.8567","Médenine"
"med_c009","Café La Marina","cafe","","","33.8867","11.0234","Médenine"
"med_c010","Café Djerba Sun","cafe","","","33.8889","11.0234","Médenine"
"med_c011","Café Berbère Matmata","cafe","","","33.5445","9.9678","Médenine"
"med_c012","Café Dar Djerba","cafe","","","33.8765","10.8567","Médenine"
"med_c013","Café Ksar Tataouine","cafe","","","32.9289","10.4523","Médenine"
"med_c014","Café El Hana","cafe","","","33.8867","11.0234","Médenine"
"med_c015","Café Lounge Djerba","cafe","","","33.8889","11.0234","Médenine"
"med_c016","Café Zarzis","cafe","","","33.5034","11.1056","Médenine"
"med_c017","Café Le Carthage","cafe","","","33.8867","11.0234","Médenine"
"med_c018","Café Les Palmiers","cafe","","","33.8889","11.0234","Médenine"
"med_c019","Café Sidi Jmour","cafe","","","33.8567","10.7989","Médenine"
"med_c020","Café Le Petit Pirate","cafe","","","33.8867","11.0234","Médenine"
"med_c021","Café Erriadh","cafe","","","33.8156","10.8589","Médenine"
"med_c022","Café Guellala","cafe","","","33.7456","10.8989","Médenine"
"med_c023","Café Hara Kbira","cafe","","","33.8765","10.8567","Médenine"
"med_c024","Café Le Beach","cafe","","","33.8867","11.0234","Médenine"
"med_c025","Café Mehari","cafe","","","33.8889","11.0234","Médenine"
"med_b001","Plage Sidi Mahres","beach","","","33.8867","11.0234","Médenine"
"med_b002","Plage Yati","beach","","","33.8889","11.0234","Médenine"
"med_b003","Plage Aghir","beach","","","33.8023","11.0034","Médenine"
"med_b004","Plage Sidi Jmour","beach","","","33.8567","10.7989","Médenine"
"med_b005","Plage La Seguia","beach","","","33.7456","10.9234","Médenine"
"med_b006","Plage Zarzis","beach","","","33.5034","11.1056","Médenine"
"med_b007","Plage Sangho","beach","","","33.5034","11.1056","Médenine"
"med_b008","Plage Boughrara","beach","","","33.5234","10.8789","Médenine"
"med_b009","Plage Houmt Souk","beach","","","33.8765","10.8567","Médenine"
"med_b010","Plage Tagermess","beach","","","33.7234","11.0234","Médenine"
"med_p001","Djerba Explore Park","attraction","+216 75 745 277","","33.8867","11.0234","Médenine"
"med_p002","Djerba Heritage","attraction","+216 75 745 300","","33.8156","10.8589","Médenine"
"med_p003","Crocodile Farm Djerba","attraction","+216 75 745 100","","33.8867","11.0234","Médenine"
"med_p004","Park Diversion Djerba","attraction","","","33.8889","11.0234","Médenine"
"med_p005","Djerba Golf Club","attraction","+216 75 745 600","","33.8867","11.0289","Médenine"
"med_p006","Aqua Park Djerba","attraction","","","33.8889","11.0234","Médenine"
"med_p007","Marina Djerba","attraction","","","33.8867","11.0234","Médenine"
"med_p008","Camel Trekking Djerba","attraction","","","33.8867","11.0234","Médenine"
"med_p009","Quad Adventure Djerba","attraction","","","33.8889","11.0234","Médenine"
"med_p010","Diving Center Djerba","attraction","","","33.8867","11.0289","Médenine"
"med_p011","4x4 Désert Tataouine","attraction","","","32.9289","10.4523","Médenine"
"med_p012","Star Wars Tour","attraction","","","33.7989","8.4234","Médenine"
"med_p013","Ksour Berbères Tour","attraction","","","32.9289","10.4523","Médenine"
"med_p014","Excursion Matmata","attraction","","","33.5445","9.9678","Médenine"
"med_p015","Pottery Village Guellala","attraction","","","33.7456","10.8989","Médenine"
"med_mq001","Mosquée Fadhloun","mosque","","","33.8789","10.8456","Médenine"
"med_mq002","Mosquée Sidi Brahim","mosque","","","33.8765","10.8567","Médenine"
"med_mq003","Mosquée Sidi Jmour","mosque","","","33.8567","10.7989","Médenine"
"med_mq004","Mosquée Tlat Jouama","mosque","","","33.8456","10.8789","Médenine"
"med_mq005","Mosquée Louta","mosque","","","33.8567","10.8456","Médenine"
"med_mq006","Mosquée El Bardaouia","mosque","","","33.8765","10.8567","Médenine"
"med_mq007","Mosquée Sidi Salem","mosque","","","33.8765","10.8567","Médenine"
"med_mq008","Grande Mosquée Houmt Souk","mosque","","","33.8765","10.8567","Médenine"
"med_sy001","Synagogue La Ghriba","synagogue","","","33.8156","10.8589","Médenine"
"med_sy002","Synagogue Hara Kbira","synagogue","","","33.8765","10.8567","Médenine"
"med_sy003","Synagogue Hara Sghira","synagogue","","","33.8156","10.8589","Médenine"
"med_mk001","Souk Houmt Souk","marketplace","","","33.8765","10.8567","Médenine"
"med_mk002","Marché Médenine","marketplace","","","33.3447","10.5054","Médenine"
"med_mk003","Souk Midoun","marketplace","","","33.8023","11.0034","Médenine"
"med_mk004","Marché Zarzis","marketplace","","","33.5034","11.1056","Médenine"
"med_mk005","Marché Tataouine","marketplace","","","32.9289","10.4523","Médenine"
"med_mk006","Souk Guellala","marketplace","","","33.7456","10.8989","Médenine"
"med_mk007","Marché Matmata","marketplace","","","33.5445","9.9678","Médenine"
"med_fa001","Restaurant Fast Food Djerba","fast_food","","","33.8867","11.0234","Médenine"
"med_fa002","Pizza Djerba","fast_food","","","33.8889","11.0234","Médenine"
"med_fa003","Burger House Djerba","fast_food","","","33.8867","11.0289","Médenine"
"med_sh001","Carrefour Djerba","mall","","","33.8765","10.8567","Médenine"
"med_sh002","Mall Djerba","mall","","","33.8889","11.0234","Médenine"
"med_v001","Vue Borj El Kebir","viewpoint","","","33.8789","10.8567","Médenine"
"med_v002","Vue Ksour Tataouine","viewpoint","","","32.9289","10.4523","Médenine"
"med_v003","Vue Matmata","viewpoint","","","33.5445","9.9678","Médenine"
"med_f001","Borj El Kebir Djerba","fort","","","33.8789","10.8567","Médenine"
"med_f002","Fort Espagnol Djerba","fort","","","33.8765","10.8567","Médenine"
"med_gw001","Bab El Hara Houmt Souk","city_gate","","","33.8765","10.8567","Médenine"
"kai_h001","Hôtel La Kasbah Kairouan","hotel","+216 77 237 301","","35.6781","10.0964","Kairouan"
"kai_h002","Hôtel Continental Kairouan","hotel","+216 77 231 135","","35.6786","10.1017","Kairouan"
"kai_h003","Hôtel Splendid Kairouan","hotel","+216 77 230 522","","35.6794","10.1022","Kairouan"
"kai_h004","Hôtel Tunisia Kairouan","hotel","+216 77 233 600","","35.6789","10.1030","Kairouan"
"kai_h005","Hôtel Amina Kairouan","hotel","+216 77 226 555","","35.6800","10.1011","Kairouan"
"kai_h006","Hôtel Sabra Kairouan","hotel","+216 77 230 263","","35.6792","10.1025","Kairouan"
"kai_h007","Hôtel Les Aghlabites","hotel","+216 77 230 880","","35.6856","10.0967","Kairouan"
"kai_h008","Hôtel Menara Kairouan","hotel","+216 77 220 015","","35.6803","10.1023","Kairouan"
"kai_h009","Hôtel Barouta Kairouan","hotel","+216 77 220 100","","35.6815","10.1030","Kairouan"
"kai_h010","Hôtel Mabrouk Kairouan","hotel","+216 77 226 700","","35.6798","10.1019","Kairouan"
"kai_h011","Hôtel Dar Hassine Allani","hotel","+216 77 226 900","","35.6789","10.1009","Kairouan"
"kai_h012","Hôtel Sidi Abdelhamid","hotel","+216 77 220 200","","35.6800","10.1015","Kairouan"
"kai_h013","Hôtel Bel Air Kairouan","hotel","+216 77 226 800","","35.6796","10.1021","Kairouan"
"kai_h014","Auberge Beit El Karm","hotel","+216 77 220 300","","35.6789","10.1018","Kairouan"
"kai_h015","Hôtel La Métropole","hotel","+216 77 230 400","","35.6802","10.1025","Kairouan"
"kai_r001","Restaurant Sabra","restaurant","+216 77 230 230","","35.6789","10.1023","Kairouan"
"kai_r002","Restaurant Karawan","restaurant","+216 77 231 145","","35.6792","10.1025","Kairouan"
"kai_r003","Restaurant Roi du Couscous","restaurant","+216 77 230 500","","35.6798","10.1018","Kairouan"
"kai_r004","Restaurant Le Capitole","restaurant","+216 77 230 600","","35.6789","10.1023","Kairouan"
"kai_r005","Restaurant Dar Hassine","restaurant","+216 77 226 900","","35.6789","10.1009","Kairouan"
"kai_r006","Restaurant Le Pacha","restaurant","+216 77 230 700","","35.6796","10.1021","Kairouan"
"kai_r007","Restaurant Le Petit Sabra","restaurant","+216 77 230 800","","35.6794","10.1022","Kairouan"
"kai_r008","Restaurant El Halfaouine","restaurant","+216 77 230 900","","35.6800","10.1019","Kairouan"
"kai_r009","Restaurant Mabrouk","restaurant","+216 77 226 700","","35.6798","10.1019","Kairouan"
"kai_r010","Restaurant El Andalous","restaurant","+216 77 220 400","","35.6803","10.1023","Kairouan"
"kai_r011","Restaurant La Médina Kairouan","restaurant","+216 77 220 500","","35.6789","10.1009","Kairouan"
"kai_r012","Restaurant Le Makroudh","restaurant","+216 77 226 600","","35.6792","10.1025","Kairouan"
"kai_r013","Restaurant Dar Zarrouk","restaurant","+216 77 230 100","","35.6800","10.1011","Kairouan"
"kai_r014","Restaurant El Manar Kairouan","restaurant","+216 77 226 100","","35.6798","10.1019","Kairouan"
"kai_r015","Restaurant Le Diwan","restaurant","+216 77 230 050","","35.6803","10.1023","Kairouan"
"kai_r016","Restaurant Sidi Sahbi","restaurant","+216 77 220 600","","35.6856","10.1100","Kairouan"
"kai_r017","Restaurant El Halaal","restaurant","+216 77 226 500","","35.6798","10.1019","Kairouan"
"kai_r018","Restaurant Le Touareg","restaurant","+216 77 230 150","","35.6789","10.1023","Kairouan"
"kai_r019","Restaurant Le Carthage","restaurant","+216 77 230 250","","35.6796","10.1021","Kairouan"
"kai_r020","Restaurant Le Petit Marin","restaurant","+216 77 230 350","","35.6800","10.1019","Kairouan"
"kai_m001","Musée National Raqqada","museum","+216 77 261 075","","35.6234","10.0789","Kairouan"
"kai_m002","Musée Aghlabide","museum","+216 77 231 200","","35.6856","10.0967","Kairouan"
"kai_m003","Musée du Tapis Kairouan","museum","+216 77 220 700","","35.6789","10.1023","Kairouan"
"kai_m004","Musée Dar Lasram","museum","+216 77 220 800","","35.6798","10.1019","Kairouan"
"kai_m005","Musée d'Art Islamique","museum","+216 77 220 900","","35.6789","10.1009","Kairouan"
"kai_m006","Musée des Manuscrits Anciens","museum","+216 77 226 200","","35.6789","10.1023","Kairouan"
"kai_m007","Musée Sidi Sahbi","museum","+216 77 220 600","","35.6856","10.1100","Kairouan"
"kai_mo001","Grande Mosquée Okba (UNESCO)","monument","","","35.6814","10.1037","Kairouan"
"kai_mo002","Médina de Kairouan","monument","","","35.6789","10.1018","Kairouan"
"kai_mo003","Bassins des Aghlabides","monument","","","35.6856","10.0967","Kairouan"
"kai_mo004","Zaouia Sidi Sahbi (Mosquée Barbier)","monument","","","35.6856","10.1100","Kairouan"
"kai_mo005","Mosquée des Trois Portes","monument","","","35.6789","10.1023","Kairouan"
"kai_mo006","Zaouia Sidi Abid El Ghariani","monument","","","35.6800","10.1019","Kairouan"
"kai_mo007","Bir Barrouta","monument","","","35.6802","10.1021","Kairouan"
"kai_mo008","Bab Chouhada","monument","","","35.6798","10.1019","Kairouan"
"kai_mo009","Bab Tunis Kairouan","monument","","","35.6803","10.1023","Kairouan"
"kai_mo010","Bab El Khoukha","monument","","","35.6789","10.1009","Kairouan"
"kai_mo011","Bab El Jelladine","monument","","","35.6800","10.1015","Kairouan"
"kai_mo012","Bab El Jedid Kairouan","monument","","","35.6792","10.1025","Kairouan"
"kai_mo013","Souk El Bey Kairouan","monument","","","35.6798","10.1019","Kairouan"
"kai_mo014","Site Archéologique Raqqada","monument","","","35.6234","10.0789","Kairouan"
"kai_mo015","Site Archéologique Sabra Mansouriya","monument","","","35.6678","10.0856","Kairouan"
"kai_mo016","Mausolée Sidi Amor Abada","monument","","","35.6800","10.1015","Kairouan"
"kai_mo017","Remparts Médina Kairouan","monument","","","35.6789","10.1018","Kairouan"
"kai_mo018","Mosquée El Ansar","monument","","","35.6798","10.1023","Kairouan"
"kai_mo019","Zaouia Sidi Aamor","monument","","","35.6803","10.1025","Kairouan"
"kai_mo020","Mosquée Bey Mohamed","monument","","","35.6800","10.1019","Kairouan"
"kai_c001","Café Halfaouine Kairouan","cafe","","","35.6789","10.1023","Kairouan"
"kai_c002","Café Sidi Sahbi","cafe","","","35.6856","10.1100","Kairouan"
"kai_c003","Café El Manar Kairouan","cafe","","","35.6798","10.1019","Kairouan"
"kai_c004","Café Diwan Kairouan","cafe","","","35.6803","10.1023","Kairouan"
"kai_c005","Café Le Capitole","cafe","","","35.6789","10.1023","Kairouan"
"kai_c006","Café El Bey","cafe","","","35.6800","10.1015","Kairouan"
"kai_c007","Café El Andalous","cafe","","","35.6803","10.1023","Kairouan"
